codigo_municipio,uf,nome_municipio,municipio_uf,,,,,,,,,,,,,,
2511509,Paraíba,Pilar,Pilar - Paraíba,,,,,,,,,,,,,,
2511608,Paraíba,Pilões,Pilões - Paraíba,,,,,,,,,,,,,,
2511707,Paraíba,Pilõezinhos,Pilõezinhos - Paraíba,,,,,,,,,,,,,,
2511806,Paraíba,Pirpirituba,Pirpirituba - Paraíba,,,,,,,,,,,,,,
2511905,Paraíba,Pitimbu,Pitimbu - Paraíba,,,,,,,,,,,,,,
2512002,Paraíba,Pocinhos,Pocinhos - Paraíba,,,,,,,,,,,,,,
2512036,Paraíba,Poço Dantas,Poço Dantas - Paraíba,,,,,,,,,,,,,,
2512077,Paraíba,Poço de José de Moura,Poço de José de Moura - Paraíba,,,,,,,,,,,,,,
2512101,Paraíba,Pombal,Pombal - Paraíba,,,,,,,,,,,,,,
2512200,Paraíba,Prata,Prata - Paraíba,,,,,,,,,,,,,,
2512309,Paraíba,Princesa Isabel,Princesa Isabel - Paraíba,,,,,,,,,,,,,,
2512408,Paraíba,Puxinanã,Puxinanã - Paraíba,,,,,,,,,,,,,,
2512507,Paraíba,Queimadas,Queimadas - Paraíba,,,,,,,,,,,,,,
2512606,Paraíba,Quixaba,Quixaba - Paraíba,,,,,,,,,,,,,,
2512705,Paraíba,Remígio,Remígio - Paraíba,,,,,,,,,,,,,,
2512747,Paraíba,Riachão,Riachão - Paraíba,,,,,,,,,,,,,,
2512754,Paraíba,Riachão do Bacamarte,Riachão do Bacamarte - Paraíba,,,,,,,,,,,,,,
2512762,Paraíba,Riachão do Poço,Riachão do Poço - Paraíba,,,,,,,,,,,,,,
2512788,Paraíba,Riacho de Santo Antônio,Riacho de Santo Antônio - Paraíba,,,,,,,,,,,,,,
2512804,Paraíba,Riacho dos Cavalos,Riacho dos Cavalos - Paraíba,,,,,,,,,,,,,,
2512903,Paraíba,Rio Tinto,Rio Tinto - Paraíba,,,,,,,,,,,,,,
2513000,Paraíba,Salgadinho,Salgadinho - Paraíba,,,,,,,,,,,,,,
2513109,Paraíba,Salgado de São Félix,Salgado de São Félix - Paraíba,,,,,,,,,,,,,,
2513158,Paraíba,Santa Cecília,Santa Cecília - Paraíba,,,,,,,,,,,,,,
2513208,Paraíba,Santa Cruz,Santa Cruz - Paraíba,,,,,,,,,,,,,,
2513307,Paraíba,Santa Helena,Santa Helena - Paraíba,,,,,,,,,,,,,,
2513356,Paraíba,Santa Inês,Santa Inês - Paraíba,,,,,,,,,,,,,,
2513406,Paraíba,Santa Luzia,Santa Luzia - Paraíba,,,,,,,,,,,,,,
2513703,Paraíba,Santa Rita,Santa Rita - Paraíba,,,,,,,,,,,,,,
2513802,Paraíba,Santa Teresinha,Santa Teresinha - Paraíba,,,,,,,,,,,,,,
2513505,Paraíba,Santana de Mangueira,Santana de Mangueira - Paraíba,,,,,,,,,,,,,,
2513604,Paraíba,Santana dos Garrotes,Santana dos Garrotes - Paraíba,,,,,,,,,,,,,,
2513851,Paraíba,Santo André,Santo André - Paraíba,,,,,,,,,,,,,,
2513927,Paraíba,São Bentinho,São Bentinho - Paraíba,,,,,,,,,,,,,,
2513901,Paraíba,São Bento,São Bento - Paraíba,,,,,,,,,,,,,,
2513968,Paraíba,São Domingos,São Domingos - Paraíba,,,,,,,,,,,,,,
2513943,Paraíba,São Domingos do Cariri,São Domingos do Cariri - Paraíba,,,,,,,,,,,,,,
2513984,Paraíba,São Francisco,São Francisco - Paraíba,,,,,,,,,,,,,,
2514008,Paraíba,São João do Cariri,São João do Cariri - Paraíba,,,,,,,,,,,,,,
2500700,Paraíba,São João do Rio do Peixe,São João do Rio do Peixe - Paraíba,,,,,,,,,,,,,,
2514107,Paraíba,São João do Tigre,São João do Tigre - Paraíba,,,,,,,,,,,,,,
2514206,Paraíba,São José da Lagoa Tapada,São José da Lagoa Tapada - Paraíba,,,,,,,,,,,,,,
2514305,Paraíba,São José de Caiana,São José de Caiana - Paraíba,,,,,,,,,,,,,,
2514404,Paraíba,São José de Espinharas,São José de Espinharas - Paraíba,,,,,,,,,,,,,,
2514503,Paraíba,São José de Piranhas,São José de Piranhas - Paraíba,,,,,,,,,,,,,,
2514552,Paraíba,São José de Princesa,São José de Princesa - Paraíba,,,,,,,,,,,,,,
2514602,Paraíba,São José do Bonfim,São José do Bonfim - Paraíba,,,,,,,,,,,,,,
2514651,Paraíba,São José do Brejo do Cruz,São José do Brejo do Cruz - Paraíba,,,,,,,,,,,,,,
2514701,Paraíba,São José do Sabugi,São José do Sabugi - Paraíba,,,,,,,,,,,,,,
2514800,Paraíba,São José dos Cordeiros,São José dos Cordeiros - Paraíba,,,,,,,,,,,,,,
2514453,Paraíba,São José dos Ramos,São José dos Ramos - Paraíba,,,,,,,,,,,,,,
2514909,Paraíba,São Mamede,São Mamede - Paraíba,,,,,,,,,,,,,,
2515005,Paraíba,São Miguel de Taipu,São Miguel de Taipu - Paraíba,,,,,,,,,,,,,,
2515104,Paraíba,São Sebastião de Lagoa de Roça,São Sebastião de Lagoa de Roça - Paraíba,,,,,,,,,,,,,,
2515203,Paraíba,São Sebastião do Umbuzeiro,São Sebastião do Umbuzeiro - Paraíba,,,,,,,,,,,,,,
2515401,Paraíba,São Vicente do Seridó,São Vicente do Seridó - Paraíba,,,,,,,,,,,,,,
2515302,Paraíba,Sapé,Sapé - Paraíba,,,,,,,,,,,,,,
2515500,Paraíba,Serra Branca,Serra Branca - Paraíba,,,,,,,,,,,,,,
2515609,Paraíba,Serra da Raiz,Serra da Raiz - Paraíba,,,,,,,,,,,,,,
2515708,Paraíba,Serra Grande,Serra Grande - Paraíba,,,,,,,,,,,,,,
2515807,Paraíba,Serra Redonda,Serra Redonda - Paraíba,,,,,,,,,,,,,,
2515906,Paraíba,Serraria,Serraria - Paraíba,,,,,,,,,,,,,,
2515930,Paraíba,Sertãozinho,Sertãozinho - Paraíba,,,,,,,,,,,,,,
2515971,Paraíba,Sobrado,Sobrado - Paraíba,,,,,,,,,,,,,,
2516003,Paraíba,Solânea,Solânea - Paraíba,,,,,,,,,,,,,,
2516102,Paraíba,Soledade,Soledade - Paraíba,,,,,,,,,,,,,,
2516151,Paraíba,Sossêgo,Sossêgo - Paraíba,,,,,,,,,,,,,,
2516201,Paraíba,Sousa,Sousa - Paraíba,,,,,,,,,,,,,,
2516300,Paraíba,Sumé,Sumé - Paraíba,,,,,,,,,,,,,,
2516409,Paraíba,Tacima,Tacima - Paraíba,,,,,,,,,,,,,,
2516508,Paraíba,Taperoá,Taperoá - Paraíba,,,,,,,,,,,,,,
2516607,Paraíba,Tavares,Tavares - Paraíba,,,,,,,,,,,,,,
2516706,Paraíba,Teixeira,Teixeira - Paraíba,,,,,,,,,,,,,,
2516755,Paraíba,Tenório,Tenório - Paraíba,,,,,,,,,,,,,,
2516805,Paraíba,Triunfo,Triunfo - Paraíba,,,,,,,,,,,,,,
2516904,Paraíba,Uiraúna,Uiraúna - Paraíba,,,,,,,,,,,,,,
2517001,Paraíba,Umbuzeiro,Umbuzeiro - Paraíba,,,,,,,,,,,,,,
2517100,Paraíba,Várzea,Várzea - Paraíba,,,,,,,,,,,,,,
2517209,Paraíba,Vieirópolis,Vieirópolis - Paraíba,,,,,,,,,,,,,,
2505501,Paraíba,Vista Serrana,Vista Serrana - Paraíba,,,,,,,,,,,,,,
2517407,Paraíba,Zabelê,Zabelê - Paraíba,,,,,,,,,,,,,,
2600054,Pernambuco,Abreu e Lima,Abreu e Lima - Pernambuco,,,,,,,,,,,,,,
2600104,Pernambuco,Afogados da Ingazeira,Afogados da Ingazeira - Pernambuco,,,,,,,,,,,,,,
2600203,Pernambuco,Afrânio,Afrânio - Pernambuco,,,,,,,,,,,,,,
2600302,Pernambuco,Agrestina,Agrestina - Pernambuco,,,,,,,,,,,,,,
2600401,Pernambuco,Água Preta,Água Preta - Pernambuco,,,,,,,,,,,,,,
2600500,Pernambuco,Águas Belas,Águas Belas - Pernambuco,,,,,,,,,,,,,,
2600609,Pernambuco,Alagoinha,Alagoinha - Pernambuco,,,,,,,,,,,,,,
2600708,Pernambuco,Aliança,Aliança - Pernambuco,,,,,,,,,,,,,,
2600807,Pernambuco,Altinho,Altinho - Pernambuco,,,,,,,,,,,,,,
2600906,Pernambuco,Amaraji,Amaraji - Pernambuco,,,,,,,,,,,,,,
2601003,Pernambuco,Angelim,Angelim - Pernambuco,,,,,,,,,,,,,,
2601052,Pernambuco,Araçoiaba,Araçoiaba - Pernambuco,,,,,,,,,,,,,,
2601102,Pernambuco,Araripina,Araripina - Pernambuco,,,,,,,,,,,,,,
2601201,Pernambuco,Arcoverde,Arcoverde - Pernambuco,,,,,,,,,,,,,,
2601300,Pernambuco,Barra de Guabiraba,Barra de Guabiraba - Pernambuco,,,,,,,,,,,,,,
2601409,Pernambuco,Barreiros,Barreiros - Pernambuco,,,,,,,,,,,,,,
2601508,Pernambuco,Belém de Maria,Belém de Maria - Pernambuco,,,,,,,,,,,,,,
2601607,Pernambuco,Belém do São Francisco,Belém do São Francisco - Pernambuco,,,,,,,,,,,,,,
2601706,Pernambuco,Belo Jardim,Belo Jardim - Pernambuco,,,,,,,,,,,,,,
2601805,Pernambuco,Betânia,Betânia - Pernambuco,,,,,,,,,,,,,,
2601904,Pernambuco,Bezerros,Bezerros - Pernambuco,,,,,,,,,,,,,,
2602001,Pernambuco,Bodocó,Bodocó - Pernambuco,,,,,,,,,,,,,,
2602100,Pernambuco,Bom Conselho,Bom Conselho - Pernambuco,,,,,,,,,,,,,,
2602209,Pernambuco,Bom Jardim,Bom Jardim - Pernambuco,,,,,,,,,,,,,,
2602308,Pernambuco,Bonito,Bonito - Pernambuco,,,,,,,,,,,,,,
2602407,Pernambuco,Brejão,Brejão - Pernambuco,,,,,,,,,,,,,,
2602506,Pernambuco,Brejinho,Brejinho - Pernambuco,,,,,,,,,,,,,,
2602605,Pernambuco,Brejo da Madre de Deus,Brejo da Madre de Deus - Pernambuco,,,,,,,,,,,,,,
2602704,Pernambuco,Buenos Aires,Buenos Aires - Pernambuco,,,,,,,,,,,,,,
2602803,Pernambuco,Buíque,Buíque - Pernambuco,,,,,,,,,,,,,,
2602902,Pernambuco,Cabo de Santo Agostinho,Cabo de Santo Agostinho - Pernambuco,,,,,,,,,,,,,,
2603009,Pernambuco,Cabrobó,Cabrobó - Pernambuco,,,,,,,,,,,,,,
2603108,Pernambuco,Cachoeirinha,Cachoeirinha - Pernambuco,,,,,,,,,,,,,,
2603207,Pernambuco,Caetés,Caetés - Pernambuco,,,,,,,,,,,,,,
2603306,Pernambuco,Calçado,Calçado - Pernambuco,,,,,,,,,,,,,,
2603405,Pernambuco,Calumbi,Calumbi - Pernambuco,,,,,,,,,,,,,,
2603454,Pernambuco,Camaragibe,Camaragibe - Pernambuco,,,,,,,,,,,,,,
2603504,Pernambuco,Camocim de São Félix,Camocim de São Félix - Pernambuco,,,,,,,,,,,,,,
2603603,Pernambuco,Camutanga,Camutanga - Pernambuco,,,,,,,,,,,,,,
2603702,Pernambuco,Canhotinho,Canhotinho - Pernambuco,,,,,,,,,,,,,,
2603801,Pernambuco,Capoeiras,Capoeiras - Pernambuco,,,,,,,,,,,,,,
2603900,Pernambuco,Carnaíba,Carnaíba - Pernambuco,,,,,,,,,,,,,,
2603926,Pernambuco,Carnaubeira da Penha,Carnaubeira da Penha - Pernambuco,,,,,,,,,,,,,,
2604007,Pernambuco,Carpina,Carpina - Pernambuco,,,,,,,,,,,,,,
2604106,Pernambuco,Caruaru,Caruaru - Pernambuco,,,,,,,,,,,,,,
2604155,Pernambuco,Casinhas,Casinhas - Pernambuco,,,,,,,,,,,,,,
2604205,Pernambuco,Catende,Catende - Pernambuco,,,,,,,,,,,,,,
2604304,Pernambuco,Cedro,Cedro - Pernambuco,,,,,,,,,,,,,,
2604403,Pernambuco,Chã de Alegria,Chã de Alegria - Pernambuco,,,,,,,,,,,,,,
2604502,Pernambuco,Chã Grande,Chã Grande - Pernambuco,,,,,,,,,,,,,,
2604601,Pernambuco,Condado,Condado - Pernambuco,,,,,,,,,,,,,,
2604700,Pernambuco,Correntes,Correntes - Pernambuco,,,,,,,,,,,,,,
2604809,Pernambuco,Cortês,Cortês - Pernambuco,,,,,,,,,,,,,,
2604908,Pernambuco,Cumaru,Cumaru - Pernambuco,,,,,,,,,,,,,,
2605004,Pernambuco,Cupira,Cupira - Pernambuco,,,,,,,,,,,,,,
2605103,Pernambuco,Custódia,Custódia - Pernambuco,,,,,,,,,,,,,,
2605152,Pernambuco,Dormentes,Dormentes - Pernambuco,,,,,,,,,,,,,,
2605202,Pernambuco,Escada,Escada - Pernambuco,,,,,,,,,,,,,,
2605301,Pernambuco,Exu,Exu - Pernambuco,,,,,,,,,,,,,,
2605400,Pernambuco,Feira Nova,Feira Nova - Pernambuco,,,,,,,,,,,,,,
2605459,Pernambuco,Fernando de Noronha,Fernando de Noronha - Pernambuco,,,,,,,,,,,,,,
2605509,Pernambuco,Ferreiros,Ferreiros - Pernambuco,,,,,,,,,,,,,,
2605608,Pernambuco,Flores,Flores - Pernambuco,,,,,,,,,,,,,,
2605707,Pernambuco,Floresta,Floresta - Pernambuco,,,,,,,,,,,,,,
2605806,Pernambuco,Frei Miguelinho,Frei Miguelinho - Pernambuco,,,,,,,,,,,,,,
2605905,Pernambuco,Gameleira,Gameleira - Pernambuco,,,,,,,,,,,,,,
2606002,Pernambuco,Garanhuns,Garanhuns - Pernambuco,,,,,,,,,,,,,,
2606101,Pernambuco,Glória do Goitá,Glória do Goitá - Pernambuco,,,,,,,,,,,,,,
2606200,Pernambuco,Goiana,Goiana - Pernambuco,,,,,,,,,,,,,,
2606309,Pernambuco,Granito,Granito - Pernambuco,,,,,,,,,,,,,,
2606408,Pernambuco,Gravatá,Gravatá - Pernambuco,,,,,,,,,,,,,,
2606507,Pernambuco,Iati,Iati - Pernambuco,,,,,,,,,,,,,,
2606606,Pernambuco,Ibimirim,Ibimirim - Pernambuco,,,,,,,,,,,,,,
2606705,Pernambuco,Ibirajuba,Ibirajuba - Pernambuco,,,,,,,,,,,,,,
2606804,Pernambuco,Igarassu,Igarassu - Pernambuco,,,,,,,,,,,,,,
2606903,Pernambuco,Iguaracy,Iguaracy - Pernambuco,,,,,,,,,,,,,,
2607604,Pernambuco,Ilha de Itamaracá,Ilha de Itamaracá - Pernambuco,,,,,,,,,,,,,,
2607000,Pernambuco,Inajá,Inajá - Pernambuco,,,,,,,,,,,,,,
2607109,Pernambuco,Ingazeira,Ingazeira - Pernambuco,,,,,,,,,,,,,,
2607208,Pernambuco,Ipojuca,Ipojuca - Pernambuco,,,,,,,,,,,,,,
2607307,Pernambuco,Ipubi,Ipubi - Pernambuco,,,,,,,,,,,,,,
2607406,Pernambuco,Itacuruba,Itacuruba - Pernambuco,,,,,,,,,,,,,,
2607505,Pernambuco,Itaíba,Itaíba - Pernambuco,,,,,,,,,,,,,,
2607653,Pernambuco,Itambé,Itambé - Pernambuco,,,,,,,,,,,,,,
2607703,Pernambuco,Itapetim,Itapetim - Pernambuco,,,,,,,,,,,,,,
2607752,Pernambuco,Itapissuma,Itapissuma - Pernambuco,,,,,,,,,,,,,,
2607802,Pernambuco,Itaquitinga,Itaquitinga - Pernambuco,,,,,,,,,,,,,,
2607901,Pernambuco,Jaboatão dos Guararapes,Jaboatão dos Guararapes - Pernambuco,,,,,,,,,,,,,,
2607950,Pernambuco,Jaqueira,Jaqueira - Pernambuco,,,,,,,,,,,,,,
2608008,Pernambuco,Jataúba,Jataúba - Pernambuco,,,,,,,,,,,,,,
2608057,Pernambuco,Jatobá,Jatobá - Pernambuco,,,,,,,,,,,,,,
2608107,Pernambuco,João Alfredo,João Alfredo - Pernambuco,,,,,,,,,,,,,,
2608206,Pernambuco,Joaquim Nabuco,Joaquim Nabuco - Pernambuco,,,,,,,,,,,,,,
2608255,Pernambuco,Jucati,Jucati - Pernambuco,,,,,,,,,,,,,,
2608305,Pernambuco,Jupi,Jupi - Pernambuco,,,,,,,,,,,,,,
2608404,Pernambuco,Jurema,Jurema - Pernambuco,,,,,,,,,,,,,,
2608503,Pernambuco,Lagoa de Itaenga,Lagoa de Itaenga - Pernambuco,,,,,,,,,,,,,,
2608453,Pernambuco,Lagoa do Carro,Lagoa do Carro - Pernambuco,,,,,,,,,,,,,,
2608602,Pernambuco,Lagoa do Ouro,Lagoa do Ouro - Pernambuco,,,,,,,,,,,,,,
2608701,Pernambuco,Lagoa dos Gatos,Lagoa dos Gatos - Pernambuco,,,,,,,,,,,,,,
2608750,Pernambuco,Lagoa Grande,Lagoa Grande - Pernambuco,,,,,,,,,,,,,,
2608800,Pernambuco,Lajedo,Lajedo - Pernambuco,,,,,,,,,,,,,,
2608909,Pernambuco,Limoeiro,Limoeiro - Pernambuco,,,,,,,,,,,,,,
2609006,Pernambuco,Macaparana,Macaparana - Pernambuco,,,,,,,,,,,,,,
2609105,Pernambuco,Machados,Machados - Pernambuco,,,,,,,,,,,,,,
2609154,Pernambuco,Manari,Manari - Pernambuco,,,,,,,,,,,,,,
2609204,Pernambuco,Maraial,Maraial - Pernambuco,,,,,,,,,,,,,,
2609303,Pernambuco,Mirandiba,Mirandiba - Pernambuco,,,,,,,,,,,,,,
2614303,Pernambuco,Moreilândia,Moreilândia - Pernambuco,,,,,,,,,,,,,,
2609402,Pernambuco,Moreno,Moreno - Pernambuco,,,,,,,,,,,,,,
2609501,Pernambuco,Nazaré da Mata,Nazaré da Mata - Pernambuco,,,,,,,,,,,,,,
2609600,Pernambuco,Olinda,Olinda - Pernambuco,,,,,,,,,,,,,,
2609709,Pernambuco,Orobó,Orobó - Pernambuco,,,,,,,,,,,,,,
2609808,Pernambuco,Orocó,Orocó - Pernambuco,,,,,,,,,,,,,,
2609907,Pernambuco,Ouricuri,Ouricuri - Pernambuco,,,,,,,,,,,,,,
2610004,Pernambuco,Palmares,Palmares - Pernambuco,,,,,,,,,,,,,,
2610103,Pernambuco,Palmeirina,Palmeirina - Pernambuco,,,,,,,,,,,,,,
2610202,Pernambuco,Panelas,Panelas - Pernambuco,,,,,,,,,,,,,,
2610301,Pernambuco,Paranatama,Paranatama - Pernambuco,,,,,,,,,,,,,,
2610400,Pernambuco,Parnamirim,Parnamirim - Pernambuco,,,,,,,,,,,,,,
2610509,Pernambuco,Passira,Passira - Pernambuco,,,,,,,,,,,,,,
2610608,Pernambuco,Paudalho,Paudalho - Pernambuco,,,,,,,,,,,,,,
2610707,Pernambuco,Paulista,Paulista - Pernambuco,,,,,,,,,,,,,,
2610806,Pernambuco,Pedra,Pedra - Pernambuco,,,,,,,,,,,,,,
2610905,Pernambuco,Pesqueira,Pesqueira - Pernambuco,,,,,,,,,,,,,,
2611002,Pernambuco,Petrolândia,Petrolândia - Pernambuco,,,,,,,,,,,,,,
2611101,Pernambuco,Petrolina,Petrolina - Pernambuco,,,,,,,,,,,,,,
2611200,Pernambuco,Poção,Poção - Pernambuco,,,,,,,,,,,,,,
2611309,Pernambuco,Pombos,Pombos - Pernambuco,,,,,,,,,,,,,,
2611408,Pernambuco,Primavera,Primavera - Pernambuco,,,,,,,,,,,,,,
2611507,Pernambuco,Quipapá,Quipapá - Pernambuco,,,,,,,,,,,,,,
2611533,Pernambuco,Quixaba,Quixaba - Pernambuco,,,,,,,,,,,,,,
2611606,Pernambuco,Recife,Recife - Pernambuco,,,,,,,,,,,,,,
2611705,Pernambuco,Riacho das Almas,Riacho das Almas - Pernambuco,,,,,,,,,,,,,,
2611804,Pernambuco,Ribeirão,Ribeirão - Pernambuco,,,,,,,,,,,,,,
2611903,Pernambuco,Rio Formoso,Rio Formoso - Pernambuco,,,,,,,,,,,,,,
2612000,Pernambuco,Sairé,Sairé - Pernambuco,,,,,,,,,,,,,,
2612109,Pernambuco,Salgadinho,Salgadinho - Pernambuco,,,,,,,,,,,,,,
2612208,Pernambuco,Salgueiro,Salgueiro - Pernambuco,,,,,,,,,,,,,,
2612307,Pernambuco,Saloá,Saloá - Pernambuco,,,,,,,,,,,,,,
2612406,Pernambuco,Sanharó,Sanharó - Pernambuco,,,,,,,,,,,,,,
2612455,Pernambuco,Santa Cruz,Santa Cruz - Pernambuco,,,,,,,,,,,,,,
2612471,Pernambuco,Santa Cruz da Baixa Verde,Santa Cruz da Baixa Verde - Pernambuco,,,,,,,,,,,,,,
2612505,Pernambuco,Santa Cruz do Capibaribe,Santa Cruz do Capibaribe - Pernambuco,,,,,,,,,,,,,,
2612554,Pernambuco,Santa Filomena,Santa Filomena - Pernambuco,,,,,,,,,,,,,,
2612604,Pernambuco,Santa Maria da Boa Vista,Santa Maria da Boa Vista - Pernambuco,,,,,,,,,,,,,,
2612703,Pernambuco,Santa Maria do Cambucá,Santa Maria do Cambucá - Pernambuco,,,,,,,,,,,,,,
2612802,Pernambuco,Santa Terezinha,Santa Terezinha - Pernambuco,,,,,,,,,,,,,,
2612901,Pernambuco,São Benedito do Sul,São Benedito do Sul - Pernambuco,,,,,,,,,,,,,,
2613008,Pernambuco,São Bento do Una,São Bento do Una - Pernambuco,,,,,,,,,,,,,,
2613107,Pernambuco,São Caitano,São Caitano - Pernambuco,,,,,,,,,,,,,,
2613206,Pernambuco,São João,São João - Pernambuco,,,,,,,,,,,,,,
2613305,Pernambuco,São Joaquim do Monte,São Joaquim do Monte - Pernambuco,,,,,,,,,,,,,,
2613404,Pernambuco,São José da Coroa Grande,São José da Coroa Grande - Pernambuco,,,,,,,,,,,,,,
2613503,Pernambuco,São José do Belmonte,São José do Belmonte - Pernambuco,,,,,,,,,,,,,,
2613602,Pernambuco,São José do Egito,São José do Egito - Pernambuco,,,,,,,,,,,,,,
2613701,Pernambuco,São Lourenço da Mata,São Lourenço da Mata - Pernambuco,,,,,,,,,,,,,,
2613800,Pernambuco,São Vicente Férrer,São Vicente Férrer - Pernambuco,,,,,,,,,,,,,,
2613909,Pernambuco,Serra Talhada,Serra Talhada - Pernambuco,,,,,,,,,,,,,,
2614006,Pernambuco,Serrita,Serrita - Pernambuco,,,,,,,,,,,,,,
2614105,Pernambuco,Sertânia,Sertânia - Pernambuco,,,,,,,,,,,,,,
2614204,Pernambuco,Sirinhaém,Sirinhaém - Pernambuco,,,,,,,,,,,,,,
2614402,Pernambuco,Solidão,Solidão - Pernambuco,,,,,,,,,,,,,,
2614501,Pernambuco,Surubim,Surubim - Pernambuco,,,,,,,,,,,,,,
2614600,Pernambuco,Tabira,Tabira - Pernambuco,,,,,,,,,,,,,,
2614709,Pernambuco,Tacaimbó,Tacaimbó - Pernambuco,,,,,,,,,,,,,,
2614808,Pernambuco,Tacaratu,Tacaratu - Pernambuco,,,,,,,,,,,,,,
2614857,Pernambuco,Tamandaré,Tamandaré - Pernambuco,,,,,,,,,,,,,,
2615003,Pernambuco,Taquaritinga do Norte,Taquaritinga do Norte - Pernambuco,,,,,,,,,,,,,,
2615102,Pernambuco,Terezinha,Terezinha - Pernambuco,,,,,,,,,,,,,,
2615201,Pernambuco,Terra Nova,Terra Nova - Pernambuco,,,,,,,,,,,,,,
2615300,Pernambuco,Timbaúba,Timbaúba - Pernambuco,,,,,,,,,,,,,,
2615409,Pernambuco,Toritama,Toritama - Pernambuco,,,,,,,,,,,,,,
2615508,Pernambuco,Tracunhaém,Tracunhaém - Pernambuco,,,,,,,,,,,,,,
2615607,Pernambuco,Trindade,Trindade - Pernambuco,,,,,,,,,,,,,,
2615706,Pernambuco,Triunfo,Triunfo - Pernambuco,,,,,,,,,,,,,,
2615805,Pernambuco,Tupanatinga,Tupanatinga - Pernambuco,,,,,,,,,,,,,,
2615904,Pernambuco,Tuparetama,Tuparetama - Pernambuco,,,,,,,,,,,,,,
2616001,Pernambuco,Venturosa,Venturosa - Pernambuco,,,,,,,,,,,,,,
2616100,Pernambuco,Verdejante,Verdejante - Pernambuco,,,,,,,,,,,,,,
2616183,Pernambuco,Vertente do Lério,Vertente do Lério - Pernambuco,,,,,,,,,,,,,,
2616209,Pernambuco,Vertentes,Vertentes - Pernambuco,,,,,,,,,,,,,,
2616308,Pernambuco,Vicência,Vicência - Pernambuco,,,,,,,,,,,,,,
2616407,Pernambuco,Vitória de Santo Antão,Vitória de Santo Antão - Pernambuco,,,,,,,,,,,,,,
2616506,Pernambuco,Xexéu,Xexéu - Pernambuco,,,,,,,,,,,,,,
2700102,Alagoas,Água Branca,Água Branca - Alagoas,,,,,,,,,,,,,,
2700201,Alagoas,Anadia,Anadia - Alagoas,,,,,,,,,,,,,,
2700300,Alagoas,Arapiraca,Arapiraca - Alagoas,,,,,,,,,,,,,,
2700409,Alagoas,Atalaia,Atalaia - Alagoas,,,,,,,,,,,,,,
2700508,Alagoas,Barra de Santo Antônio,Barra de Santo Antônio - Alagoas,,,,,,,,,,,,,,
2700607,Alagoas,Barra de São Miguel,Barra de São Miguel - Alagoas,,,,,,,,,,,,,,
2700706,Alagoas,Batalha,Batalha - Alagoas,,,,,,,,,,,,,,
2700805,Alagoas,Belém,Belém - Alagoas,,,,,,,,,,,,,,
2700904,Alagoas,Belo Monte,Belo Monte - Alagoas,,,,,,,,,,,,,,
2701001,Alagoas,Boca da Mata,Boca da Mata - Alagoas,,,,,,,,,,,,,,
2701100,Alagoas,Branquinha,Branquinha - Alagoas,,,,,,,,,,,,,,
2701209,Alagoas,Cacimbinhas,Cacimbinhas - Alagoas,,,,,,,,,,,,,,
2701308,Alagoas,Cajueiro,Cajueiro - Alagoas,,,,,,,,,,,,,,
2701357,Alagoas,Campestre,Campestre - Alagoas,,,,,,,,,,,,,,
2701407,Alagoas,Campo Alegre,Campo Alegre - Alagoas,,,,,,,,,,,,,,
2701506,Alagoas,Campo Grande,Campo Grande - Alagoas,,,,,,,,,,,,,,
2701605,Alagoas,Canapi,Canapi - Alagoas,,,,,,,,,,,,,,
2701704,Alagoas,Capela,Capela - Alagoas,,,,,,,,,,,,,,
2701803,Alagoas,Carneiros,Carneiros - Alagoas,,,,,,,,,,,,,,
2701902,Alagoas,Chã Preta,Chã Preta - Alagoas,,,,,,,,,,,,,,
2702009,Alagoas,Coité do Nóia,Coité do Nóia - Alagoas,,,,,,,,,,,,,,
2702108,Alagoas,Colônia Leopoldina,Colônia Leopoldina - Alagoas,,,,,,,,,,,,,,
2702207,Alagoas,Coqueiro Seco,Coqueiro Seco - Alagoas,,,,,,,,,,,,,,
2702306,Alagoas,Coruripe,Coruripe - Alagoas,,,,,,,,,,,,,,
2702355,Alagoas,Craíbas,Craíbas - Alagoas,,,,,,,,,,,,,,
2702405,Alagoas,Delmiro Gouveia,Delmiro Gouveia - Alagoas,,,,,,,,,,,,,,
2702504,Alagoas,Dois Riachos,Dois Riachos - Alagoas,,,,,,,,,,,,,,
2702553,Alagoas,Estrela de Alagoas,Estrela de Alagoas - Alagoas,,,,,,,,,,,,,,
2702603,Alagoas,Feira Grande,Feira Grande - Alagoas,,,,,,,,,,,,,,
2702702,Alagoas,Feliz Deserto,Feliz Deserto - Alagoas,,,,,,,,,,,,,,
2702801,Alagoas,Flexeiras,Flexeiras - Alagoas,,,,,,,,,,,,,,
2702900,Alagoas,Girau do Ponciano,Girau do Ponciano - Alagoas,,,,,,,,,,,,,,
2703007,Alagoas,Ibateguara,Ibateguara - Alagoas,,,,,,,,,,,,,,
2703106,Alagoas,Igaci,Igaci - Alagoas,,,,,,,,,,,,,,
2703205,Alagoas,Igreja Nova,Igreja Nova - Alagoas,,,,,,,,,,,,,,
2703304,Alagoas,Inhapi,Inhapi - Alagoas,,,,,,,,,,,,,,
2703403,Alagoas,Jacaré dos Homens,Jacaré dos Homens - Alagoas,,,,,,,,,,,,,,
2703502,Alagoas,Jacuípe,Jacuípe - Alagoas,,,,,,,,,,,,,,
