codigo_municipio,uf,nome_municipio,municipio_uf,,,,,,,,,,,,,,
3170107,Minas Gerais,Uberaba,Uberaba - Minas Gerais,,,,,,,,,,,,,,
3170206,Minas Gerais,Uberlândia,Uberlândia - Minas Gerais,,,,,,,,,,,,,,
3170305,Minas Gerais,Umburatiba,Umburatiba - Minas Gerais,,,,,,,,,,,,,,
3170404,Minas Gerais,Unaí,Unaí - Minas Gerais,,,,,,,,,,,,,,
3170438,Minas Gerais,União de Minas,União de Minas - Minas Gerais,,,,,,,,,,,,,,
3170479,Minas Gerais,Uruana de Minas,Uruana de Minas - Minas Gerais,,,,,,,,,,,,,,
3170503,Minas Gerais,Urucânia,Urucânia - Minas Gerais,,,,,,,,,,,,,,
3170529,Minas Gerais,Urucuia,Urucuia - Minas Gerais,,,,,,,,,,,,,,
3170578,Minas Gerais,Vargem Alegre,Vargem Alegre - Minas Gerais,,,,,,,,,,,,,,
3170602,Minas Gerais,Vargem Bonita,Vargem Bonita - Minas Gerais,,,,,,,,,,,,,,
3170651,Minas Gerais,Vargem Grande do Rio Pardo,Vargem Grande do Rio Pardo - Minas Gerais,,,,,,,,,,,,,,
3170701,Minas Gerais,Varginha,Varginha - Minas Gerais,,,,,,,,,,,,,,
3170750,Minas Gerais,Varjão de Minas,Varjão de Minas - Minas Gerais,,,,,,,,,,,,,,
3170800,Minas Gerais,Várzea da Palma,Várzea da Palma - Minas Gerais,,,,,,,,,,,,,,
3170909,Minas Gerais,Varzelândia,Varzelândia - Minas Gerais,,,,,,,,,,,,,,
3171006,Minas Gerais,Vazante,Vazante - Minas Gerais,,,,,,,,,,,,,,
3171030,Minas Gerais,Verdelândia,Verdelândia - Minas Gerais,,,,,,,,,,,,,,
3171071,Minas Gerais,Veredinha,Veredinha - Minas Gerais,,,,,,,,,,,,,,
3171105,Minas Gerais,Veríssimo,Veríssimo - Minas Gerais,,,,,,,,,,,,,,
3171154,Minas Gerais,Vermelho Novo,Vermelho Novo - Minas Gerais,,,,,,,,,,,,,,
3171204,Minas Gerais,Vespasiano,Vespasiano - Minas Gerais,,,,,,,,,,,,,,
3171303,Minas Gerais,Viçosa,Viçosa - Minas Gerais,,,,,,,,,,,,,,
3171402,Minas Gerais,Vieiras,Vieiras - Minas Gerais,,,,,,,,,,,,,,
3171600,Minas Gerais,Virgem da Lapa,Virgem da Lapa - Minas Gerais,,,,,,,,,,,,,,
3171709,Minas Gerais,Virgínia,Virgínia - Minas Gerais,,,,,,,,,,,,,,
3171808,Minas Gerais,Virginópolis,Virginópolis - Minas Gerais,,,,,,,,,,,,,,
3171907,Minas Gerais,Virgolândia,Virgolândia - Minas Gerais,,,,,,,,,,,,,,
3172004,Minas Gerais,Visconde do Rio Branco,Visconde do Rio Branco - Minas Gerais,,,,,,,,,,,,,,
3172103,Minas Gerais,Volta Grande,Volta Grande - Minas Gerais,,,,,,,,,,,,,,
3172202,Minas Gerais,Wenceslau Braz,Wenceslau Braz - Minas Gerais,,,,,,,,,,,,,,
3200102,Espírito Santo,Afonso Cláudio,Afonso Cláudio - Espírito Santo,,,,,,,,,,,,,,
3200169,Espírito Santo,Água Doce do Norte,Água Doce do Norte - Espírito Santo,,,,,,,,,,,,,,
3200136,Espírito Santo,Águia Branca,Águia Branca - Espírito Santo,,,,,,,,,,,,,,
3200201,Espírito Santo,Alegre,Alegre - Espírito Santo,,,,,,,,,,,,,,
3200300,Espírito Santo,Alfredo Chaves,Alfredo Chaves - Espírito Santo,,,,,,,,,,,,,,
3200359,Espírito Santo,Alto Rio Novo,Alto Rio Novo - Espírito Santo,,,,,,,,,,,,,,
3200409,Espírito Santo,Anchieta,Anchieta - Espírito Santo,,,,,,,,,,,,,,
3200508,Espírito Santo,Apiacá,Apiacá - Espírito Santo,,,,,,,,,,,,,,
3200607,Espírito Santo,Aracruz,Aracruz - Espírito Santo,,,,,,,,,,,,,,
3200706,Espírito Santo,Atílio Vivácqua,Atílio Vivácqua - Espírito Santo,,,,,,,,,,,,,,
3200805,Espírito Santo,Baixo Guandu,Baixo Guandu - Espírito Santo,,,,,,,,,,,,,,
3200904,Espírito Santo,Barra de São Francisco,Barra de São Francisco - Espírito Santo,,,,,,,,,,,,,,
3201001,Espírito Santo,Boa Esperança,Boa Esperança - Espírito Santo,,,,,,,,,,,,,,
3201100,Espírito Santo,Bom Jesus do Norte,Bom Jesus do Norte - Espírito Santo,,,,,,,,,,,,,,
3201159,Espírito Santo,Brejetuba,Brejetuba - Espírito Santo,,,,,,,,,,,,,,
3201209,Espírito Santo,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim - Espírito Santo,,,,,,,,,,,,,,
3201308,Espírito Santo,Cariacica,Cariacica - Espírito Santo,,,,,,,,,,,,,,
3201407,Espírito Santo,Castelo,Castelo - Espírito Santo,,,,,,,,,,,,,,
3201506,Espírito Santo,Colatina,Colatina - Espírito Santo,,,,,,,,,,,,,,
3201605,Espírito Santo,Conceição da Barra,Conceição da Barra - Espírito Santo,,,,,,,,,,,,,,
3201704,Espírito Santo,Conceição do Castelo,Conceição do Castelo - Espírito Santo,,,,,,,,,,,,,,
3201803,Espírito Santo,Divino de São Lourenço,Divino de São Lourenço - Espírito Santo,,,,,,,,,,,,,,
3201902,Espírito Santo,Domingos Martins,Domingos Martins - Espírito Santo,,,,,,,,,,,,,,
3202009,Espírito Santo,Dores do Rio Preto,Dores do Rio Preto - Espírito Santo,,,,,,,,,,,,,,
3202108,Espírito Santo,Ecoporanga,Ecoporanga - Espírito Santo,,,,,,,,,,,,,,
3202207,Espírito Santo,Fundão,Fundão - Espírito Santo,,,,,,,,,,,,,,
3202256,Espírito Santo,Governador Lindenberg,Governador Lindenberg - Espírito Santo,,,,,,,,,,,,,,
3202306,Espírito Santo,Guaçuí,Guaçuí - Espírito Santo,,,,,,,,,,,,,,
3202405,Espírito Santo,Guarapari,Guarapari - Espírito Santo,,,,,,,,,,,,,,
3202454,Espírito Santo,Ibatiba,Ibatiba - Espírito Santo,,,,,,,,,,,,,,
3202504,Espírito Santo,Ibiraçu,Ibiraçu - Espírito Santo,,,,,,,,,,,,,,
3202553,Espírito Santo,Ibitirama,Ibitirama - Espírito Santo,,,,,,,,,,,,,,
3202603,Espírito Santo,Iconha,Iconha - Espírito Santo,,,,,,,,,,,,,,
3202652,Espírito Santo,Irupi,Irupi - Espírito Santo,,,,,,,,,,,,,,
3202702,Espírito Santo,Itaguaçu,Itaguaçu - Espírito Santo,,,,,,,,,,,,,,
3202801,Espírito Santo,Itapemirim,Itapemirim - Espírito Santo,,,,,,,,,,,,,,
3202900,Espírito Santo,Itarana,Itarana - Espírito Santo,,,,,,,,,,,,,,
3203007,Espírito Santo,Iúna,Iúna - Espírito Santo,,,,,,,,,,,,,,
3203056,Espírito Santo,Jaguaré,Jaguaré - Espírito Santo,,,,,,,,,,,,,,
3203106,Espírito Santo,Jerônimo Monteiro,Jerônimo Monteiro - Espírito Santo,,,,,,,,,,,,,,
3203130,Espírito Santo,João Neiva,João Neiva - Espírito Santo,,,,,,,,,,,,,,
3203163,Espírito Santo,Laranja da Terra,Laranja da Terra - Espírito Santo,,,,,,,,,,,,,,
3203205,Espírito Santo,Linhares,Linhares - Espírito Santo,,,,,,,,,,,,,,
3203304,Espírito Santo,Mantenópolis,Mantenópolis - Espírito Santo,,,,,,,,,,,,,,
3203320,Espírito Santo,Marataízes,Marataízes - Espírito Santo,,,,,,,,,,,,,,
3203346,Espírito Santo,Marechal Floriano,Marechal Floriano - Espírito Santo,,,,,,,,,,,,,,
3203353,Espírito Santo,Marilândia,Marilândia - Espírito Santo,,,,,,,,,,,,,,
3203403,Espírito Santo,Mimoso do Sul,Mimoso do Sul - Espírito Santo,,,,,,,,,,,,,,
3203502,Espírito Santo,Montanha,Montanha - Espírito Santo,,,,,,,,,,,,,,
3203601,Espírito Santo,Mucurici,Mucurici - Espírito Santo,,,,,,,,,,,,,,
3203700,Espírito Santo,Muniz Freire,Muniz Freire - Espírito Santo,,,,,,,,,,,,,,
3203809,Espírito Santo,Muqui,Muqui - Espírito Santo,,,,,,,,,,,,,,
3203908,Espírito Santo,Nova Venécia,Nova Venécia - Espírito Santo,,,,,,,,,,,,,,
3204005,Espírito Santo,Pancas,Pancas - Espírito Santo,,,,,,,,,,,,,,
3204054,Espírito Santo,Pedro Canário,Pedro Canário - Espírito Santo,,,,,,,,,,,,,,
3204104,Espírito Santo,Pinheiros,Pinheiros - Espírito Santo,,,,,,,,,,,,,,
3204203,Espírito Santo,Piúma,Piúma - Espírito Santo,,,,,,,,,,,,,,
3204252,Espírito Santo,Ponto Belo,Ponto Belo - Espírito Santo,,,,,,,,,,,,,,
3204302,Espírito Santo,Presidente Kennedy,Presidente Kennedy - Espírito Santo,,,,,,,,,,,,,,
3204351,Espírito Santo,Rio Bananal,Rio Bananal - Espírito Santo,,,,,,,,,,,,,,
3204401,Espírito Santo,Rio Novo do Sul,Rio Novo do Sul - Espírito Santo,,,,,,,,,,,,,,
3204500,Espírito Santo,Santa Leopoldina,Santa Leopoldina - Espírito Santo,,,,,,,,,,,,,,
3204559,Espírito Santo,Santa Maria de Jetibá,Santa Maria de Jetibá - Espírito Santo,,,,,,,,,,,,,,
3204609,Espírito Santo,Santa Teresa,Santa Teresa - Espírito Santo,,,,,,,,,,,,,,
3204658,Espírito Santo,São Domingos do Norte,São Domingos do Norte - Espírito Santo,,,,,,,,,,,,,,
3204708,Espírito Santo,São Gabriel da Palha,São Gabriel da Palha - Espírito Santo,,,,,,,,,,,,,,
3204807,Espírito Santo,São José do Calçado,São José do Calçado - Espírito Santo,,,,,,,,,,,,,,
3204906,Espírito Santo,São Mateus,São Mateus - Espírito Santo,,,,,,,,,,,,,,
3204955,Espírito Santo,São Roque do Canaã,São Roque do Canaã - Espírito Santo,,,,,,,,,,,,,,
3205002,Espírito Santo,Serra,Serra - Espírito Santo,,,,,,,,,,,,,,
3205010,Espírito Santo,Sooretama,Sooretama - Espírito Santo,,,,,,,,,,,,,,
3205036,Espírito Santo,Vargem Alta,Vargem Alta - Espírito Santo,,,,,,,,,,,,,,
3205069,Espírito Santo,Venda Nova do Imigrante,Venda Nova do Imigrante - Espírito Santo,,,,,,,,,,,,,,
3205101,Espírito Santo,Viana,Viana - Espírito Santo,,,,,,,,,,,,,,
3205150,Espírito Santo,Vila Pavão,Vila Pavão - Espírito Santo,,,,,,,,,,,,,,
3205176,Espírito Santo,Vila Valério,Vila Valério - Espírito Santo,,,,,,,,,,,,,,
3205200,Espírito Santo,Vila Velha,Vila Velha - Espírito Santo,,,,,,,,,,,,,,
3205309,Espírito Santo,Vitória,Vitória - Espírito Santo,,,,,,,,,,,,,,
3300100,Rio de Janeiro,Angra dos Reis,Angra dos Reis - Rio de Janeiro,,,,,,,,,,,,,,
3300159,Rio de Janeiro,Aperibé,Aperibé - Rio de Janeiro,,,,,,,,,,,,,,
3300209,Rio de Janeiro,Araruama,Araruama - Rio de Janeiro,,,,,,,,,,,,,,
3300225,Rio de Janeiro,Areal,Areal - Rio de Janeiro,,,,,,,,,,,,,,
3300233,Rio de Janeiro,Armação dos Búzios,Armação dos Búzios - Rio de Janeiro,,,,,,,,,,,,,,
3300258,Rio de Janeiro,Arraial do Cabo,Arraial do Cabo - Rio de Janeiro,,,,,,,,,,,,,,
3300308,Rio de Janeiro,Barra do Piraí,Barra do Piraí - Rio de Janeiro,,,,,,,,,,,,,,
3300407,Rio de Janeiro,Barra Mansa,Barra Mansa - Rio de Janeiro,,,,,,,,,,,,,,
3300456,Rio de Janeiro,Belford Roxo,Belford Roxo - Rio de Janeiro,,,,,,,,,,,,,,
3300506,Rio de Janeiro,Bom Jardim,Bom Jardim - Rio de Janeiro,,,,,,,,,,,,,,
3300605,Rio de Janeiro,Bom Jesus do Itabapoana,Bom Jesus do Itabapoana - Rio de Janeiro,,,,,,,,,,,,,,
3300704,Rio de Janeiro,Cabo Frio,Cabo Frio - Rio de Janeiro,,,,,,,,,,,,,,
3300803,Rio de Janeiro,Cachoeiras de Macacu,Cachoeiras de Macacu - Rio de Janeiro,,,,,,,,,,,,,,
3300902,Rio de Janeiro,Cambuci,Cambuci - Rio de Janeiro,,,,,,,,,,,,,,
3301009,Rio de Janeiro,Campos dos Goytacazes,Campos dos Goytacazes - Rio de Janeiro,,,,,,,,,,,,,,
3301108,Rio de Janeiro,Cantagalo,Cantagalo - Rio de Janeiro,,,,,,,,,,,,,,
3300936,Rio de Janeiro,Carapebus,Carapebus - Rio de Janeiro,,,,,,,,,,,,,,
3301157,Rio de Janeiro,Cardoso Moreira,Cardoso Moreira - Rio de Janeiro,,,,,,,,,,,,,,
3301207,Rio de Janeiro,Carmo,Carmo - Rio de Janeiro,,,,,,,,,,,,,,
3301306,Rio de Janeiro,Casimiro de Abreu,Casimiro de Abreu - Rio de Janeiro,,,,,,,,,,,,,,
3300951,Rio de Janeiro,Comendador Levy Gasparian,Comendador Levy Gasparian - Rio de Janeiro,,,,,,,,,,,,,,
3301405,Rio de Janeiro,Conceição de Macabu,Conceição de Macabu - Rio de Janeiro,,,,,,,,,,,,,,
3301504,Rio de Janeiro,Cordeiro,Cordeiro - Rio de Janeiro,,,,,,,,,,,,,,
3301603,Rio de Janeiro,Duas Barras,Duas Barras - Rio de Janeiro,,,,,,,,,,,,,,
3301702,Rio de Janeiro,Duque de Caxias,Duque de Caxias - Rio de Janeiro,,,,,,,,,,,,,,
3301801,Rio de Janeiro,Engenheiro Paulo de Frontin,Engenheiro Paulo de Frontin - Rio de Janeiro,,,,,,,,,,,,,,
3301850,Rio de Janeiro,Guapimirim,Guapimirim - Rio de Janeiro,,,,,,,,,,,,,,
3301876,Rio de Janeiro,Iguaba Grande,Iguaba Grande - Rio de Janeiro,,,,,,,,,,,,,,
3301900,Rio de Janeiro,Itaboraí,Itaboraí - Rio de Janeiro,,,,,,,,,,,,,,
3302007,Rio de Janeiro,Itaguaí,Itaguaí - Rio de Janeiro,,,,,,,,,,,,,,
3302056,Rio de Janeiro,Italva,Italva - Rio de Janeiro,,,,,,,,,,,,,,
3302106,Rio de Janeiro,Itaocara,Itaocara - Rio de Janeiro,,,,,,,,,,,,,,
3302205,Rio de Janeiro,Itaperuna,Itaperuna - Rio de Janeiro,,,,,,,,,,,,,,
3302254,Rio de Janeiro,Itatiaia,Itatiaia - Rio de Janeiro,,,,,,,,,,,,,,
3302270,Rio de Janeiro,Japeri,Japeri - Rio de Janeiro,,,,,,,,,,,,,,
3302304,Rio de Janeiro,Laje do Muriaé,Laje do Muriaé - Rio de Janeiro,,,,,,,,,,,,,,
3302403,Rio de Janeiro,Macaé,Macaé - Rio de Janeiro,,,,,,,,,,,,,,
3302452,Rio de Janeiro,Macuco,Macuco - Rio de Janeiro,,,,,,,,,,,,,,
3302502,Rio de Janeiro,Magé,Magé - Rio de Janeiro,,,,,,,,,,,,,,
3302601,Rio de Janeiro,Mangaratiba,Mangaratiba - Rio de Janeiro,,,,,,,,,,,,,,
3302700,Rio de Janeiro,Maricá,Maricá - Rio de Janeiro,,,,,,,,,,,,,,
3302809,Rio de Janeiro,Mendes,Mendes - Rio de Janeiro,,,,,,,,,,,,,,
3302858,Rio de Janeiro,Mesquita,Mesquita - Rio de Janeiro,,,,,,,,,,,,,,
3302908,Rio de Janeiro,Miguel Pereira,Miguel Pereira - Rio de Janeiro,,,,,,,,,,,,,,
3303005,Rio de Janeiro,Miracema,Miracema - Rio de Janeiro,,,,,,,,,,,,,,
3303104,Rio de Janeiro,Natividade,Natividade - Rio de Janeiro,,,,,,,,,,,,,,
3303203,Rio de Janeiro,Nilópolis,Nilópolis - Rio de Janeiro,,,,,,,,,,,,,,
3303302,Rio de Janeiro,Niterói,Niterói - Rio de Janeiro,,,,,,,,,,,,,,
3303401,Rio de Janeiro,Nova Friburgo,Nova Friburgo - Rio de Janeiro,,,,,,,,,,,,,,
3303500,Rio de Janeiro,Nova Iguaçu,Nova Iguaçu - Rio de Janeiro,,,,,,,,,,,,,,
3303609,Rio de Janeiro,Paracambi,Paracambi - Rio de Janeiro,,,,,,,,,,,,,,
3303708,Rio de Janeiro,Paraíba do Sul,Paraíba do Sul - Rio de Janeiro,,,,,,,,,,,,,,
3303807,Rio de Janeiro,Paraty,Paraty - Rio de Janeiro,,,,,,,,,,,,,,
3303856,Rio de Janeiro,Paty do Alferes,Paty do Alferes - Rio de Janeiro,,,,,,,,,,,,,,
3303906,Rio de Janeiro,Petrópolis,Petrópolis - Rio de Janeiro,,,,,,,,,,,,,,
3303955,Rio de Janeiro,Pinheiral,Pinheiral - Rio de Janeiro,,,,,,,,,,,,,,
3304003,Rio de Janeiro,Piraí,Piraí - Rio de Janeiro,,,,,,,,,,,,,,
3304102,Rio de Janeiro,Porciúncula,Porciúncula - Rio de Janeiro,,,,,,,,,,,,,,
3304110,Rio de Janeiro,Porto Real,Porto Real - Rio de Janeiro,,,,,,,,,,,,,,
3304128,Rio de Janeiro,Quatis,Quatis - Rio de Janeiro,,,,,,,,,,,,,,
3304144,Rio de Janeiro,Queimados,Queimados - Rio de Janeiro,,,,,,,,,,,,,,
3304151,Rio de Janeiro,Quissamã,Quissamã - Rio de Janeiro,,,,,,,,,,,,,,
3304201,Rio de Janeiro,Resende,Resende - Rio de Janeiro,,,,,,,,,,,,,,
3304300,Rio de Janeiro,Rio Bonito,Rio Bonito - Rio de Janeiro,,,,,,,,,,,,,,
3304409,Rio de Janeiro,Rio Claro,Rio Claro - Rio de Janeiro,,,,,,,,,,,,,,
3304508,Rio de Janeiro,Rio das Flores,Rio das Flores - Rio de Janeiro,,,,,,,,,,,,,,
3304524,Rio de Janeiro,Rio das Ostras,Rio das Ostras - Rio de Janeiro,,,,,,,,,,,,,,
3304557,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro - Rio de Janeiro,,,,,,,,,,,,,,
3304607,Rio de Janeiro,Santa Maria Madalena,Santa Maria Madalena - Rio de Janeiro,,,,,,,,,,,,,,
3304706,Rio de Janeiro,Santo Antônio de Pádua,Santo Antônio de Pádua - Rio de Janeiro,,,,,,,,,,,,,,
3304805,Rio de Janeiro,São Fidélis,São Fidélis - Rio de Janeiro,,,,,,,,,,,,,,
3304755,Rio de Janeiro,São Francisco de Itabapoana,São Francisco de Itabapoana - Rio de Janeiro,,,,,,,,,,,,,,
3304904,Rio de Janeiro,São Gonçalo,São Gonçalo - Rio de Janeiro,,,,,,,,,,,,,,
3305000,Rio de Janeiro,São João da Barra,São João da Barra - Rio de Janeiro,,,,,,,,,,,,,,
3305109,Rio de Janeiro,São João de Meriti,São João de Meriti - Rio de Janeiro,,,,,,,,,,,,,,
3305133,Rio de Janeiro,São José de Ubá,São José de Ubá - Rio de Janeiro,,,,,,,,,,,,,,
3305158,Rio de Janeiro,São José do Vale do Rio Preto,São José do Vale do Rio Preto - Rio de Janeiro,,,,,,,,,,,,,,
3305208,Rio de Janeiro,São Pedro da Aldeia,São Pedro da Aldeia - Rio de Janeiro,,,,,,,,,,,,,,
3305307,Rio de Janeiro,São Sebastião do Alto,São Sebastião do Alto - Rio de Janeiro,,,,,,,,,,,,,,
3305406,Rio de Janeiro,Sapucaia,Sapucaia - Rio de Janeiro,,,,,,,,,,,,,,
3305505,Rio de Janeiro,Saquarema,Saquarema - Rio de Janeiro,,,,,,,,,,,,,,
3305554,Rio de Janeiro,Seropédica,Seropédica - Rio de Janeiro,,,,,,,,,,,,,,
3305604,Rio de Janeiro,Silva Jardim,Silva Jardim - Rio de Janeiro,,,,,,,,,,,,,,
3305703,Rio de Janeiro,Sumidouro,Sumidouro - Rio de Janeiro,,,,,,,,,,,,,,
3305752,Rio de Janeiro,Tanguá,Tanguá - Rio de Janeiro,,,,,,,,,,,,,,
3305802,Rio de Janeiro,Teresópolis,Teresópolis - Rio de Janeiro,,,,,,,,,,,,,,
3305901,Rio de Janeiro,Trajano de Moraes,Trajano de Moraes - Rio de Janeiro,,,,,,,,,,,,,,
3306008,Rio de Janeiro,Três Rios,Três Rios - Rio de Janeiro,,,,,,,,,,,,,,
3306107,Rio de Janeiro,Valença,Valença - Rio de Janeiro,,,,,,,,,,,,,,
3306156,Rio de Janeiro,Varre-Sai,Varre-Sai - Rio de Janeiro,,,,,,,,,,,,,,
3306206,Rio de Janeiro,Vassouras,Vassouras - Rio de Janeiro,,,,,,,,,,,,,,
3306305,Rio de Janeiro,Volta Redonda,Volta Redonda - Rio de Janeiro,,,,,,,,,,,,,,
3500105,São Paulo,Adamantina,Adamantina - São Paulo,,,,,,,,,,,,,,
3500204,São Paulo,Adolfo,Adolfo - São Paulo,,,,,,,,,,,,,,
3500303,São Paulo,Aguaí,Aguaí - São Paulo,,,,,,,,,,,,,,
3500402,São Paulo,Águas da Prata,Águas da Prata - São Paulo,,,,,,,,,,,,,,
3500501,São Paulo,Águas de Lindóia,Águas de Lindóia - São Paulo,,,,,,,,,,,,,,
3500550,São Paulo,Águas de Santa Bárbara,Águas de Santa Bárbara - São Paulo,,,,,,,,,,,,,,
3500600,São Paulo,Águas de São Pedro,Águas de São Pedro - São Paulo,,,,,,,,,,,,,,
3500709,São Paulo,Agudos,Agudos - São Paulo,,,,,,,,,,,,,,
3500758,São Paulo,Alambari,Alambari - São Paulo,,,,,,,,,,,,,,
3500808,São Paulo,Alfredo Marcondes,Alfredo Marcondes - São Paulo,,,,,,,,,,,,,,
3500907,São Paulo,Altair,Altair - São Paulo,,,,,,,,,,,,,,
3501004,São Paulo,Altinópolis,Altinópolis - São Paulo,,,,,,,,,,,,,,
3501103,São Paulo,Alto Alegre,Alto Alegre - São Paulo,,,,,,,,,,,,,,
3501152,São Paulo,Alumínio,Alumínio - São Paulo,,,,,,,,,,,,,,
3501202,São Paulo,Álvares Florence,Álvares Florence - São Paulo,,,,,,,,,,,,,,
3501301,São Paulo,Álvares Machado,Álvares Machado - São Paulo,,,,,,,,,,,,,,
3501400,São Paulo,Álvaro de Carvalho,Álvaro de Carvalho - São Paulo,,,,,,,,,,,,,,
3501509,São Paulo,Alvinlândia,Alvinlândia - São Paulo,,,,,,,,,,,,,,
3501608,São Paulo,Americana,Americana - São Paulo,,,,,,,,,,,,,,
3501707,São Paulo,Américo Brasiliense,Américo Brasiliense - São Paulo,,,,,,,,,,,,,,
3501806,São Paulo,Américo de Campos,Américo de Campos - São Paulo,,,,,,,,,,,,,,
3501905,São Paulo,Amparo,Amparo - São Paulo,,,,,,,,,,,,,,
3502002,São Paulo,Analândia,Analândia - São Paulo,,,,,,,,,,,,,,
3502101,São Paulo,Andradina,Andradina - São Paulo,,,,,,,,,,,,,,
3502200,São Paulo,Angatuba,Angatuba - São Paulo,,,,,,,,,,,,,,
3502309,São Paulo,Anhembi,Anhembi - São Paulo,,,,,,,,,,,,,,
3502408,São Paulo,Anhumas,Anhumas - São Paulo,,,,,,,,,,,,,,
3502507,São Paulo,Aparecida,Aparecida - São Paulo,,,,,,,,,,,,,,
3502606,São Paulo,Aparecida d'Oeste,Aparecida d'Oeste - São Paulo,,,,,,,,,,,,,,
3502705,São Paulo,Apiaí,Apiaí - São Paulo,,,,,,,,,,,,,,
3502754,São Paulo,Araçariguama,Araçariguama - São Paulo,,,,,,,,,,,,,,
3502804,São Paulo,Araçatuba,Araçatuba - São Paulo,,,,,,,,,,,,,,
3502903,São Paulo,Araçoiaba da Serra,Araçoiaba da Serra - São Paulo,,,,,,,,,,,,,,
3503000,São Paulo,Aramina,Aramina - São Paulo,,,,,,,,,,,,,,
3503109,São Paulo,Arandu,Arandu - São Paulo,,,,,,,,,,,,,,
3503158,São Paulo,Arapeí,Arapeí - São Paulo,,,,,,,,,,,,,,
3503208,São Paulo,Araraquara,Araraquara - São Paulo,,,,,,,,,,,,,,
3503307,São Paulo,Araras,Araras - São Paulo,,,,,,,,,,,,,,
3503356,São Paulo,Arco-Íris,Arco-Íris - São Paulo,,,,,,,,,,,,,,
3503406,São Paulo,Arealva,Arealva - São Paulo,,,,,,,,,,,,,,
3503505,São Paulo,Areias,Areias - São Paulo,,,,,,,,,,,,,,
3503604,São Paulo,Areiópolis,Areiópolis - São Paulo,,,,,,,,,,,,,,
3503703,São Paulo,Ariranha,Ariranha - São Paulo,,,,,,,,,,,,,,
3503802,São Paulo,Artur Nogueira,Artur Nogueira - São Paulo,,,,,,,,,,,,,,
3503901,São Paulo,Arujá,Arujá - São Paulo,,,,,,,,,,,,,,
3503950,São Paulo,Aspásia,Aspásia - São Paulo,,,,,,,,,,,,,,
3504008,São Paulo,Assis,Assis - São Paulo,,,,,,,,,,,,,,
3504107,São Paulo,Atibaia,Atibaia - São Paulo,,,,,,,,,,,,,,
3504206,São Paulo,Auriflama,Auriflama - São Paulo,,,,,,,,,,,,,,
3504305,São Paulo,Avaí,Avaí - São Paulo,,,,,,,,,,,,,,
3504404,São Paulo,Avanhandava,Avanhandava - São Paulo,,,,,,,,,,,,,,
3504503,São Paulo,Avaré,Avaré - São Paulo,,,,,,,,,,,,,,
3504602,São Paulo,Bady Bassitt,Bady Bassitt - São Paulo,,,,,,,,,,,,,,
3504701,São Paulo,Balbinos,Balbinos - São Paulo,,,,,,,,,,,,,,
3504800,São Paulo,Bálsamo,Bálsamo - São Paulo,,,,,,,,,,,,,,
3504909,São Paulo,Bananal,Bananal - São Paulo,,,,,,,,,,,,,,
3505005,São Paulo,Barão de Antonina,Barão de Antonina - São Paulo,,,,,,,,,,,,,,
3505104,São Paulo,Barbosa,Barbosa - São Paulo,,,,,,,,,,,,,,
3505203,São Paulo,Bariri,Bariri - São Paulo,,,,,,,,,,,,,,
3505302,São Paulo,Barra Bonita,Barra Bonita - São Paulo,,,,,,,,,,,,,,
3505351,São Paulo,Barra do Chapéu,Barra do Chapéu - São Paulo,,,,,,,,,,,,,,
3505401,São Paulo,Barra do Turvo,Barra do Turvo - São Paulo,,,,,,,,,,,,,,
3505500,São Paulo,Barretos,Barretos - São Paulo,,,,,,,,,,,,,,
3505609,São Paulo,Barrinha,Barrinha - São Paulo,,,,,,,,,,,,,,
3505708,São Paulo,Barueri,Barueri - São Paulo,,,,,,,,,,,,,,
3505807,São Paulo,Bastos,Bastos - São Paulo,,,,,,,,,,,,,,
3505906,São Paulo,Batatais,Batatais - São Paulo,,,,,,,,,,,,,,
3506003,São Paulo,Bauru,Bauru - São Paulo,,,,,,,,,,,,,,
3506102,São Paulo,Bebedouro,Bebedouro - São Paulo,,,,,,,,,,,,,,
3506201,São Paulo,Bento de Abreu,Bento de Abreu - São Paulo,,,,,,,,,,,,,,
3506300,São Paulo,Bernardino de Campos,Bernardino de Campos - São Paulo,,,,,,,,,,,,,,
3506359,São Paulo,Bertioga,Bertioga - São Paulo,,,,,,,,,,,,,,
3506409,São Paulo,Bilac,Bilac - São Paulo,,,,,,,,,,,,,,
3506508,São Paulo,Birigui,Birigui - São Paulo,,,,,,,,,,,,,,
3506607,São Paulo,Biritiba Mirim,Biritiba Mirim - São Paulo,,,,,,,,,,,,,,
3506706,São Paulo,Boa Esperança do Sul,Boa Esperança do Sul - São Paulo,,,,,,,,,,,,,,
3506805,São Paulo,Bocaina,Bocaina - São Paulo,,,,,,,,,,,,,,
3506904,São Paulo,Bofete,Bofete - São Paulo,,,,,,,,,,,,,,
3507001,São Paulo,Boituva,Boituva - São Paulo,,,,,,,,,,,,,,
3507100,São Paulo,Bom Jesus dos Perdões,Bom Jesus dos Perdões - São Paulo,,,,,,,,,,,,,,
3507159,São Paulo,Bom Sucesso de Itararé,Bom Sucesso de Itararé - São Paulo,,,,,,,,,,,,,,
3507209,São Paulo,Borá,Borá - São Paulo,,,,,,,,,,,,,,
3507308,São Paulo,Boracéia,Boracéia - São Paulo,,,,,,,,,,,,,,
3507407,São Paulo,Borborema,Borborema - São Paulo,,,,,,,,,,,,,,
